model,log,alg,time
g-45-20-20-10-5--20-20-20--10--50--27--add-50,log,A*-sync+,2970
g-45-20-20-10-5--20-20-20--10--75--18--add-30,log,A*-sync+,133
g-45-20-20-10-5--20-20-20--10--50--4--add-30,log,A*-sync+,2593
g-45-20-20-10-5--20-20-20--10--25--3--add-50,log,A*-sync+,154
g-45-20-20-10-5--20-20-20--10--50--27--add-70,log,A*-sync+,1228
g-45-20-20-10-5--20-20-20--10--50--22--add-30,log,A*-sync+,61
g-45-20-20-10-5--20-20-20--10--75--29--add-10,log,A*-sync+,306
g-45-20-20-10-5--20-20-20--10--25--12--add-70,log,A*-sync+,46
g-45-20-20-10-5--20-20-20--10--25--10--add-10,log,A*-sync+,30
g-45-20-20-10-5--20-20-20--10--25--24--add-70,log,A*-sync+,17
g-45-20-20-10-5--20-20-20--10--75--24--add-30,log,A*-sync+,167
g-45-20-20-10-5--20-20-20--10--75--14--add-30,log,A*-sync+,23
g-45-20-20-10-5--20-20-20--10--75--26--add-50,log,A*-sync+,1385
g-45-20-20-10-5--20-20-20--10--75--20--add-10,log,A*-sync+,165
g-45-20-20-10-5--20-20-20--10--50--6--add-70,log,A*-sync+,2989
g-45-20-20-10-5--20-20-20--10--50--15--add-30,log,A*-sync+,2679
g-45-20-20-10-5--20-20-20--10--75--22--add-50,log,A*-sync+,56
g-45-20-20-10-5--20-20-20--10--75--24--add-70,log,A*-sync+,171
g-45-20-20-10-5--20-20-20--10--75--8--add-10,log,A*-sync+,621
g-45-20-20-10-5--20-20-20--10--50--4--add-10,log,A*-sync+,2565
g-45-20-20-10-5--20-20-20--10--50--8--add-50,log,A*-sync+,49
g-45-20-20-10-5--20-20-20--10--75--16--add-10,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--50--19--add-30,log,A*-sync+,618
g-45-20-20-10-5--20-20-20--10--50--22--add-10,log,A*-sync+,60
g-45-20-20-10-5--20-20-20--10--25--1--add-30,log,A*-sync+,48
g-45-20-20-10-5--20-20-20--10--50--3--add-50,log,A*-sync+,246
g-45-20-20-10-5--20-20-20--10--25--4--add-10,log,A*-sync+,91
g-45-20-20-10-5--20-20-20--10--75--16--add-30,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--50--6--add-50,log,A*-sync+,1659
g-45-20-20-10-5--20-20-20--10--75--2--add-30,log,A*-sync+,635
g-45-20-20-10-5--20-20-20--10--50--9--add-30,log,A*-sync+,50
g-45-20-20-10-5--20-20-20--10--50--20--add-30,log,A*-sync+,182
g-45-20-20-10-5--20-20-20--10--25--11--add-70,log,A*-sync+,167
g-45-20-20-10-5--20-20-20--10--50--29--add-50,log,A*-sync+,36
g-45-20-20-10-5--20-20-20--10--25--22--add-50,log,A*-sync+,16
g-45-20-20-10-5--20-20-20--10--50--26--add-50,log,A*-sync+,15
g-45-20-20-10-5--20-20-20--10--25--24--add-10,log,A*-sync+,14
g-45-20-20-10-5--20-20-20--10--25--14--add-10,log,A*-sync+,11
g-45-20-20-10-5--20-20-20--10--75--27--add-50,log,A*-sync+,28958
g-45-20-20-10-5--20-20-20--10--25--17--add-10,log,A*-sync+,10
g-45-20-20-10-5--20-20-20--10--25--20--add-70,log,A*-sync+,28
g-45-20-20-10-5--20-20-20--10--50--16--add-10,log,A*-sync+,33
g-45-20-20-10-5--20-20-20--10--25--21--add-50,log,A*-sync+,100
g-45-20-20-10-5--20-20-20--10--75--29--add-50,log,A*-sync+,419
g-45-20-20-10-5--20-20-20--10--50--14--add-30,log,A*-sync+,3574
g-45-20-20-10-5--20-20-20--10--25--18--add-30,log,A*-sync+,126
g-45-20-20-10-5--20-20-20--10--75--14--add-10,log,A*-sync+,23
g-45-20-20-10-5--20-20-20--10--50--4--add-70,log,A*-sync+,4364
g-45-20-20-10-5--20-20-20--10--75--23--add-70,log,A*-sync+,26692
g-45-20-20-10-5--20-20-20--10--50--12--add-50,log,A*-sync+,45
g-45-20-20-10-5--20-20-20--10--75--25--add-70,log,A*-sync+,76
g-45-20-20-10-5--20-20-20--10--25--25--add-30,log,A*-sync+,38
g-45-20-20-10-5--20-20-20--10--50--26--add-30,log,A*-sync+,18
g-45-20-20-10-5--20-20-20--10--75--21--add-50,log,A*-sync+,89
g-45-20-20-10-5--20-20-20--10--25--10--add-30,log,A*-sync+,35
g-45-20-20-10-5--20-20-20--10--25--29--rem-70,log,A*-sync+,218
g-45-20-20-10-5--20-20-20--10--75--20--rem-50,log,A*-sync+,331
g-45-20-20-10-5--20-20-20--10--75--15--rem-50,log,A*-sync+,1257
g-45-20-20-10-5--20-20-20--10--25--10--rem-10,log,A*-sync+,73
g-45-20-20-10-5--20-20-20--10--75--16--rem-50,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--50--21--rem-30,log,A*-sync+,64
g-45-20-20-10-5--20-20-20--10--50--3--rem-10,log,A*-sync+,193
g-45-20-20-10-5--20-20-20--10--50--22--rem-70,log,A*-sync+,111
g-45-20-20-10-5--20-20-20--10--25--25--rem-10,log,A*-sync+,55
g-45-20-20-10-5--20-20-20--10--25--9--rem-30,log,A*-sync+,92
g-45-20-20-10-5--20-20-20--10--25--7--rem-50,log,A*-sync+,15
g-45-20-20-10-5--20-20-20--10--75--29--rem-50,log,A*-sync+,211
g-45-20-20-10-5--20-20-20--10--25--17--rem-70,log,A*-sync+,11
g-45-20-20-10-5--20-20-20--10--75--12--rem-50,log,A*-sync+,2559
g-45-20-20-10-5--20-20-20--10--50--17--rem-50,log,A*-sync+,35
g-45-20-20-10-5--20-20-20--10--75--9--rem-50,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--75--21--rem-50,log,A*-sync+,85
g-45-20-20-10-5--20-20-20--10--50--14--rem-50,log,A*-sync+,6172
g-45-20-20-10-5--20-20-20--10--25--14--rem-50,log,A*-sync+,15
g-45-20-20-10-5--20-20-20--10--75--23--rem-50,log,A*-sync+,779
g-45-20-20-10-5--20-20-20--10--75--18--rem-30,log,A*-sync+,105
g-45-20-20-10-5--20-20-20--10--25--1--rem-10,log,A*-sync+,37
g-45-20-20-10-5--20-20-20--10--75--9--rem-70,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--50--13--rem-70,log,A*-sync+,68
g-45-20-20-10-5--20-20-20--10--25--2--rem-50,log,A*-sync+,30
g-45-20-20-10-5--20-20-20--10--50--27--rem-10,log,A*-sync+,282
g-45-20-20-10-5--20-20-20--10--50--25--rem-10,log,A*-sync+,211
g-45-20-20-10-5--20-20-20--10--50--23--rem-30,log,A*-sync+,4359
g-45-20-20-10-5--20-20-20--10--50--15--rem-70,log,A*-sync+,15654
g-45-20-20-10-5--20-20-20--10--75--20--rem-30,log,A*-sync+,168
g-45-20-20-10-5--20-20-20--10--75--26--rem-10,log,A*-sync+,272
g-45-20-20-10-5--20-20-20--10--75--1--rem-10,log,A*-sync+,52
g-45-20-20-10-5--20-20-20--10--75--3--rem-70,log,A*-sync+,2324
g-45-20-20-10-5--20-20-20--10--50--5--rem-30,log,A*-sync+,1917
g-45-20-20-10-5--20-20-20--10--50--28--rem-30,log,A*-sync+,27
g-45-20-20-10-5--20-20-20--10--50--27--rem-50,log,A*-sync+,253
g-45-20-20-10-5--20-20-20--10--75--3--rem-10,log,A*-sync+,192
g-45-20-20-10-5--20-20-20--10--25--12--rem-50,log,A*-sync+,21
g-45-20-20-10-5--20-20-20--10--50--16--rem-70,log,A*-sync+,17
g-45-20-20-10-5--20-20-20--10--25--22--rem-70,log,A*-sync+,9
g-45-20-20-10-5--20-20-20--10--50--4--rem-50,log,A*-sync+,2361
g-45-20-20-10-5--20-20-20--10--25--15--rem-50,log,A*-sync+,167
g-45-20-20-10-5--20-20-20--10--50--1--rem-10,log,A*-sync+,37
g-45-20-20-10-5--20-20-20--10--25--20--rem-70,log,A*-sync+,17
g-45-20-20-10-5--20-20-20--10--75--22--rem-30,log,A*-sync+,33
g-45-20-20-10-5--20-20-20--10--25--30--rem-70,log,A*-sync+,20
g-45-20-20-10-5--20-20-20--10--75--14--rem-10,log,A*-sync+,29
g-45-20-20-10-5--20-20-20--10--75--12--rem-70,log,A*-sync+,10432
g-45-20-20-10-5--20-20-20--10--50--11--rem-50,log,A*-sync+,42
g-45-20-20-10-5--20-20-20--10--25--8--rem-50,log,A*-sync+,50
g-45-20-20-10-5--20-20-20--10--75--2--rem-10,log,A*-sync+,395
g-45-20-20-10-5--20-20-20--10--75--4--rem-10,log,A*-sync+,165
g-45-20-20-10-5--20-20-20--10--75--5--rem-10,log,A*-sync+,59
g-45-20-20-10-5--20-20-20--10--50--19--rem-10,log,A*-sync+,113
g-45-20-20-10-5--20-20-20--10--25--4--rem-70,log,A*-sync+,34
g-45-20-20-10-5--20-20-20--10--50--30--rem-10,log,A*-sync+,1020
g-45-20-20-10-5--20-20-20--10--50--27--rem-30,log,A*-sync+,250
g-45-20-20-10-5--20-20-20--10--75--2--rem-30,log,A*-sync+,354
g-45-20-20-10-5--20-20-20--10--75--8--rem-10,log,A*-sync+,762
g-45-20-20-10-5--20-20-20--10--50--21--rem-10,log,A*-sync+,95
g-45-20-20-10-5--20-20-20--10--25--29--rem-50,log,A*-sync+,48
g-45-20-20-10-5--20-20-20--10--50--5--rem-70,log,A*-sync+,38426
g-45-20-20-10-5--20-20-20--10--50--18--rem-70,log,A*-sync+,75
g-45-20-20-10-5--20-20-20--10--75--19--rem-10,log,A*-sync+,1710
g-45-20-20-10-5--20-20-20--10--75--30--rem-50,log,A*-sync+,42744
g-45-20-20-10-5--20-20-20--10--50--29--rem-10,log,A*-sync+,33
g-45-20-20-10-5--20-20-20--10--50--12--rem-30,log,A*-sync+,31
g-45-20-20-10-5--20-20-20--10--25--19--rem-70,log,A*-sync+,13
g-45-20-20-10-5--20-20-20--10--75--27--rem-70,log,A*-sync+,40904
g-45-20-20-10-5--20-20-20--10--25--4--rem-50,log,A*-sync+,36
g-45-20-20-10-5--20-20-20--10--75--13--rem-30,log,A*-sync+,124
g-45-20-20-10-5--20-20-20--10--50--25--rem-70,log,A*-sync+,170
g-45-20-20-10-5--20-20-20--10--75--20--rem-70,log,A*-sync+,159
g-45-20-20-10-5--20-20-20--10--25--24--rem-70,log,A*-sync+,23
g-45-20-20-10-5--20-20-20--10--25--12--rem-10,log,A*-sync+,56
g-45-20-20-10-5--20-20-20--10--25--11--rem-50,log,A*-sync+,255
g-45-20-20-10-5--20-20-20--10--75--14--rem-70,log,A*-sync+,19
g-45-20-20-10-5--20-20-20--10--75--21--rem-10,log,A*-sync+,88
g-45-20-20-10-5--20-20-20--10--75--2--rem-70,log,A*-sync+,282
g-45-20-20-10-5--20-20-20--10--25--16--rem-30,log,A*-sync+,38
g-45-20-20-10-5--20-20-20--10--50--28--rem-70,log,A*-sync+,11
g-45-20-20-10-5--20-20-20--10--25--8--rem-70,log,A*-sync+,35
g-45-20-20-10-5--20-20-20--10--25--15--rem-70,log,A*-sync+,546
g-45-20-20-10-5--20-20-20--10--75--8--rem-30,log,A*-sync+,6177
g-45-20-20-10-5--20-20-20--10--75--18--rem-70,log,A*-sync+,84
g-45-20-20-10-5--20-20-20--10--75--15--rem-70,log,A*-sync+,171
g-45-20-20-10-5--20-20-20--10--25--12--rem-70,log,A*-sync+,19
g-45-20-20-10-5--20-20-20--10--75--17--rem-30,log,A*-sync+,14617
g-45-20-20-10-5--20-20-20--10--50--12--rem-50,log,A*-sync+,37
g-45-20-20-10-5--20-20-20--10--75--24--rem-50,log,A*-sync+,150
g-45-20-20-10-5--20-20-20--10--75--7--rem-30,log,A*-sync+,3403
g-45-20-20-10-5--20-20-20--10--25--26--rem-30,log,A*-sync+,32
g-45-20-20-10-5--20-20-20--10--25--4--rem-30,log,A*-sync+,34
g-45-20-20-10-5--20-20-20--10--50--24--rem-30,log,A*-sync+,12
g-45-20-20-10-5--20-20-20--10--25--15--rem-30,log,A*-sync+,233
g-45-20-20-10-5--20-20-20--10--75--27--rem-30,log,A*-sync+,396
g-45-20-20-10-5--20-20-20--10--50--29--rem-50,log,A*-sync+,34
g-45-20-20-10-5--20-20-20--10--50--20--rem-10,log,A*-sync+,72
g-45-20-20-10-5--20-20-20--10--75--9--rem-10,log,A*-sync+,3764
g-45-20-20-10-5--20-20-20--10--75--10--rem-50,log,A*-sync+,21
g-45-20-20-10-5--20-20-20--10--25--11--rem-10,log,A*-sync+,45
g-45-20-20-10-5--20-20-20--10--50--13--rem-30,log,A*-sync+,30
g-45-20-20-10-5--20-20-20--10--50--24--rem-50,log,A*-sync+,23
g-45-20-20-10-5--20-20-20--10--25--21--rem-70,log,A*-sync+,43
g-45-20-20-10-5--20-20-20--10--25--17--rem-10,log,A*-sync+,13
g-45-20-20-10-5--20-20-20--10--50--10--rem-50,log,A*-sync+,25
g-45-20-20-10-5--20-20-20--10--50--20--rem-50,log,A*-sync+,88
g-45-20-20-10-5--20-20-20--10--50--20--rem-70,log,A*-sync+,84
g-45-20-20-10-5--20-20-20--10--75--24--rem-70,log,A*-sync+,143
g-45-20-20-10-5--20-20-20--10--75--15--rem-10,log,A*-sync+,242
g-45-20-20-10-5--20-20-20--10--25--16--rem-50,log,A*-sync+,29
g-45-20-20-10-5--20-20-20--10--25--10--rem-70,log,A*-sync+,18
g-45-20-20-10-5--20-20-20--10--75--13--rem-10,log,A*-sync+,115
g-45-20-20-10-5--20-20-20--10--75--11--rem-50,log,A*-sync+,1149
g-45-20-20-10-5--20-20-20--10--50--6--rem-10,log,A*-sync+,176
g-45-20-20-10-5--20-20-20--10--75--28--rem-50,log,A*-sync+,63
g-45-20-20-10-5--20-20-20--10--50--6--rem-50,log,A*-sync+,289
g-45-20-20-10-5--20-20-20--10--50--3--rem-70,log,A*-sync+,133
g-45-20-20-10-5--20-20-20--10--25--3--rem-70,log,A*-sync+,111
g-45-20-20-10-5--20-20-20--10--75--17--rem-70,log,A*-sync+,9130
g-45-20-20-10-5--20-20-20--10--25--18--rem-50,log,A*-sync+,97
g-45-20-20-10-5--20-20-20--10--50--15--rem-10,log,A*-sync+,766
g-45-20-20-10-5--20-20-20--10--50--7--rem-70,log,A*-sync+,61
g-45-20-20-10-5--20-20-20--10--25--2--rem-10,log,A*-sync+,42
g-45-20-20-10-5--20-20-20--10--25--17--rem-30,log,A*-sync+,12
g-45-20-20-10-5--20-20-20--10--25--27--rem-30,log,A*-sync+,52
g-45-20-20-10-5--20-20-20--10--50--12--rem-10,log,A*-sync+,36
g-45-20-20-10-5--20-20-20--10--75--4--rem-50,log,A*-sync+,173
g-45-20-20-10-5--20-20-20--10--50--9--rem-50,log,A*-sync+,43
g-45-20-20-10-5--20-20-20--10--75--27--rem-50,log,A*-sync+,412
g-45-20-20-10-5--20-20-20--10--75--25--rem-10,log,A*-sync+,52
g-45-20-20-10-5--20-20-20--10--75--26--rem-50,log,A*-sync+,232
g-45-20-20-10-5--20-20-20--10--75--25--rem-30,log,A*-sync+,62
g-45-20-20-10-5--20-20-20--10--25--16--rem-70,log,A*-sync+,24
g-45-20-20-10-5--20-20-20--10--50--26--rem-10,log,A*-sync+,14
g-45-20-20-10-5--20-20-20--10--25--16--rem-10,log,A*-sync+,39
g-45-20-20-10-5--20-20-20--10--50--6--rem-70,log,A*-sync+,203
g-45-20-20-10-5--20-20-20--10--50--7--rem-50,log,A*-sync+,74
g-45-20-20-10-5--20-20-20--10--50--9--rem-10,log,A*-sync+,70
g-45-20-20-10-5--20-20-20--10--25--20--rem-10,log,A*-sync+,12
g-45-20-20-10-5--20-20-20--10--25--25--rem-30,log,A*-sync+,33
g-45-20-20-10-5--20-20-20--10--75--26--rem-70,log,A*-sync+,211
g-45-20-20-10-5--20-20-20--10--50--5--rem-10,log,A*-sync+,379
g-45-20-20-10-5--20-20-20--10--50--30--rem-30,log,A*-sync+,881
g-45-20-20-10-5--20-20-20--10--75--22--rem-50,log,A*-sync+,27
g-45-20-20-10-5--20-20-20--10--50--28--rem-50,log,A*-sync+,11
g-45-20-20-10-5--20-20-20--10--25--2--rem-30,log,A*-sync+,36
g-45-20-20-10-5--20-20-20--10--75--1--rem-70,log,A*-sync+,32
g-45-20-20-10-5--20-20-20--10--25--21--rem-50,log,A*-sync+,47
g-45-20-20-10-5--20-20-20--10--25--6--rem-10,log,A*-sync+,17
g-45-20-20-10-5--20-20-20--10--75--3--rem-30,log,A*-sync+,199
g-45-20-20-10-5--20-20-20--10--25--21--rem-30,log,A*-sync+,52
g-45-20-20-10-5--20-20-20--10--75--7--rem-50,log,A*-sync+,1798
g-45-20-20-10-5--20-20-20--10--50--23--rem-10,log,A*-sync+,4566
g-45-20-20-10-5--20-20-20--10--25--13--rem-10,log,A*-sync+,12
g-45-20-20-10-5--20-20-20--10--75--8--rem-70,log,A*-sync+,6959
g-45-20-20-10-5--20-20-20--10--25--22--rem-10,log,A*-sync+,10
g-45-20-20-10-5--20-20-20--10--50--23--rem-70,log,A*-sync+,1216
g-45-20-20-10-5--20-20-20--10--25--19--rem-30,log,A*-sync+,15
g-45-20-20-10-5--20-20-20--10--50--23--rem-50,log,A*-sync+,2407
g-45-20-20-10-5--20-20-20--10--25--15--rem-10,log,A*-sync+,245
g-45-20-20-10-5--20-20-20--10--25--26--rem-70,log,A*-sync+,26
g-45-20-20-10-5--20-20-20--10--50--11--rem-70,log,A*-sync+,43
g-45-20-20-10-5--20-20-20--10--50--26--rem-70,log,A*-sync+,16
g-45-20-20-10-5--20-20-20--10--25--24--rem-50,log,A*-sync+,32
g-45-20-20-10-5--20-20-20--10--25--7--rem-70,log,A*-sync+,28
g-45-20-20-10-5--20-20-20--10--50--18--rem-50,log,A*-sync+,85
g-45-20-20-10-5--20-20-20--10--50--4--rem-30,log,A*-sync+,2334
g-45-20-20-10-5--20-20-20--10--75--29--rem-30,log,A*-sync+,149
g-45-20-20-10-5--20-20-20--10--25--6--rem-30,log,A*-sync+,20
g-45-20-20-10-5--20-20-20--10--50--25--rem-50,log,A*-sync+,168
g-45-20-20-10-5--20-20-20--10--50--14--rem-30,log,A*-sync+,1756
g-45-20-20-10-5--20-20-20--10--75--7--rem-10,log,A*-sync+,422
g-45-20-20-10-5--20-20-20--10--75--7--rem-70,log,A*-sync+,5351
g-45-20-20-10-5--20-20-20--10--50--2--rem-10,log,A*-sync+,239
g-45-20-20-10-5--20-20-20--10--50--29--rem-30,log,A*-sync+,30
g-45-20-20-10-5--20-20-20--10--75--11--rem-10,log,A*-sync+,1293
g-45-20-20-10-5--20-20-20--10--50--3--rem-50,log,A*-sync+,137
g-45-20-20-10-5--20-20-20--10--75--10--rem-30,log,A*-sync+,19
g-45-20-20-10-5--20-20-20--10--25--5--rem-50,log,A*-sync+,114
g-45-20-20-10-5--20-20-20--10--75--10--rem-10,log,A*-sync+,22
g-45-20-20-10-5--20-20-20--10--50--2--rem-70,log,A*-sync+,236
g-45-20-20-10-5--20-20-20--10--75--14--rem-30,log,A*-sync+,21
g-45-20-20-10-5--20-20-20--10--25--7--rem-30,log,A*-sync+,7
g-45-20-20-10-5--20-20-20--10--25--18--rem-30,log,A*-sync+,102
g-45-20-20-10-5--20-20-20--10--50--17--rem-10,log,A*-sync+,40
g-45-20-20-10-5--20-20-20--10--25--27--rem-50,log,A*-sync+,43
g-45-20-20-10-5--20-20-20--10--25--27--rem-70,log,A*-sync+,41
g-45-20-20-10-5--20-20-20--10--25--19--rem-50,log,A*-sync+,34
g-45-20-20-10-5--20-20-20--10--50--19--rem-30,log,A*-sync+,134
g-45-20-20-10-5--20-20-20--10--25--23--rem-70,log,A*-sync+,10
g-45-20-20-10-5--20-20-20--10--25--28--rem-50,log,A*-sync+,8
g-45-20-20-10-5--20-20-20--10--50--21--rem-70,log,A*-sync+,75
g-45-20-20-10-5--20-20-20--10--25--28--rem-30,log,A*-sync+,9
g-45-20-20-10-5--20-20-20--10--50--8--rem-50,log,A*-sync+,29
g-45-20-20-10-5--20-20-20--10--50--30--rem-70,log,A*-sync+,740
g-45-20-20-10-5--20-20-20--10--25--9--rem-70,log,A*-sync+,64
g-45-20-20-10-5--20-20-20--10--25--1--rem-50,log,A*-sync+,25
g-45-20-20-10-5--20-20-20--10--50--6--rem-30,log,A*-sync+,180
g-45-20-20-10-5--20-20-20--10--75--22--rem-70,log,A*-sync+,25
g-45-20-20-10-5--20-20-20--10--75--25--rem-50,log,A*-sync+,62
g-45-20-20-10-5--20-20-20--10--75--2--rem-50,log,A*-sync+,322
g-45-20-20-10-5--20-20-20--10--25--3--rem-50,log,A*-sync+,119
g-45-20-20-10-5--20-20-20--10--25--6--rem-70,log,A*-sync+,31
g-45-20-20-10-5--20-20-20--10--50--11--rem-10,log,A*-sync+,41
g-45-20-20-10-5--20-20-20--10--25--19--rem-10,log,A*-sync+,16
g-45-20-20-10-5--20-20-20--10--50--29--rem-70,log,A*-sync+,26
g-45-20-20-10-5--20-20-20--10--75--1--rem-50,log,A*-sync+,50
g-45-20-20-10-5--20-20-20--10--75--18--rem-50,log,A*-sync+,86
g-45-20-20-10-5--20-20-20--10--75--23--rem-70,log,A*-sync+,757
g-45-20-20-10-5--20-20-20--10--25--28--rem-70,log,A*-sync+,8
g-45-20-20-10-5--20-20-20--10--75--13--rem-70,log,A*-sync+,96
g-45-20-20-10-5--20-20-20--10--25--13--rem-30,log,A*-sync+,11
g-45-20-20-10-5--20-20-20--10--75--15--rem-30,log,A*-sync+,235
g-45-20-20-10-5--20-20-20--10--75--28--rem-30,log,A*-sync+,38
g-45-20-20-10-5--20-20-20--10--25--11--rem-30,log,A*-sync+,39
g-45-20-20-10-5--20-20-20--10--75--9--rem-30,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--25--13--rem-70,log,A*-sync+,15
g-45-20-20-10-5--20-20-20--10--50--19--rem-70,log,A*-sync+,6426
g-45-20-20-10-5--20-20-20--10--25--23--rem-30,log,A*-sync+,15
g-45-20-20-10-5--20-20-20--10--50--22--rem-50,log,A*-sync+,93
g-45-20-20-10-5--20-20-20--10--75--5--rem-50,log,A*-sync+,50
g-45-20-20-10-5--20-20-20--10--25--24--rem-30,log,A*-sync+,14
g-45-20-20-10-5--20-20-20--10--25--23--rem-10,log,A*-sync+,14
g-45-20-20-10-5--20-20-20--10--25--18--rem-70,log,A*-sync+,95
g-45-20-20-10-5--20-20-20--10--75--28--rem-10,log,A*-sync+,41
g-45-20-20-10-5--20-20-20--10--50--15--rem-50,log,A*-sync+,7537
g-45-20-20-10-5--20-20-20--10--75--30--rem-30,log,A*-sync+,14201
g-45-20-20-10-5--20-20-20--10--25--14--rem-70,log,A*-sync+,11
g-45-20-20-10-5--20-20-20--10--75--4--rem-70,log,A*-sync+,167
g-45-20-20-10-5--20-20-20--10--50--8--rem-70,log,A*-sync+,35
g-45-20-20-10-5--20-20-20--10--25--26--rem-50,log,A*-sync+,29
g-45-20-20-10-5--20-20-20--10--25--5--rem-10,log,A*-sync+,191
g-45-20-20-10-5--20-20-20--10--75--19--rem-30,log,A*-sync+,1681
g-45-20-20-10-5--20-20-20--10--50--10--rem-30,log,A*-sync+,25
g-45-20-20-10-5--20-20-20--10--50--21--rem-50,log,A*-sync+,111
g-45-20-20-10-5--20-20-20--10--75--24--rem-30,log,A*-sync+,148
g-45-20-20-10-5--20-20-20--10--25--9--rem-10,log,A*-sync+,71
g-45-20-20-10-5--20-20-20--10--75--5--rem-70,log,A*-sync+,45
g-45-20-20-10-5--20-20-20--10--50--18--rem-30,log,A*-sync+,84
g-45-20-20-10-5--20-20-20--10--50--7--rem-30,log,A*-sync+,59
g-45-20-20-10-5--20-20-20--10--75--6--rem-70,log,A*-sync+,693
g-45-20-20-10-5--20-20-20--10--75--29--rem-10,log,A*-sync+,169
g-45-20-20-10-5--20-20-20--10--50--5--rem-50,log,A*-sync+,7301
g-45-20-20-10-5--20-20-20--10--50--10--rem-70,log,A*-sync+,25
g-45-20-20-10-5--20-20-20--10--50--2--rem-50,log,A*-sync+,2276
g-45-20-20-10-5--20-20-20--10--25--22--rem-50,log,A*-sync+,10
g-45-20-20-10-5--20-20-20--10--75--17--rem-10,log,A*-sync+,409
g-45-20-20-10-5--20-20-20--10--50--9--rem-70,log,A*-sync+,41
g-45-20-20-10-5--20-20-20--10--50--16--rem-30,log,A*-sync+,17
g-45-20-20-10-5--20-20-20--10--25--12--rem-30,log,A*-sync+,23
g-45-20-20-10-5--20-20-20--10--50--26--rem-50,log,A*-sync+,13
g-45-20-20-10-5--20-20-20--10--50--24--rem-70,log,A*-sync+,13
g-45-20-20-10-5--20-20-20--10--75--26--rem-30,log,A*-sync+,256
g-45-20-20-10-5--20-20-20--10--75--29--rem-70,log,A*-sync+,234
g-45-20-20-10-5--20-20-20--10--50--22--rem-10,log,A*-sync+,64
g-45-20-20-10-5--20-20-20--10--50--4--rem-10,log,A*-sync+,8257
g-45-20-20-10-5--20-20-20--10--25--27--rem-10,log,A*-sync+,51
g-45-20-20-10-5--20-20-20--10--75--10--rem-70,log,A*-sync+,14
g-45-20-20-10-5--20-20-20--10--75--18--rem-10,log,A*-sync+,137
g-45-20-20-10-5--20-20-20--10--25--1--rem-30,log,A*-sync+,27
g-45-20-20-10-5--20-20-20--10--50--15--rem-30,log,A*-sync+,8620
g-45-20-20-10-5--20-20-20--10--75--19--rem-70,log,A*-sync+,1339
g-45-20-20-10-5--20-20-20--10--25--22--rem-30,log,A*-sync+,9
g-45-20-20-10-5--20-20-20--10--75--16--rem-10,log,A*-sync+,15456
g-45-20-20-10-5--20-20-20--10--75--5--rem-30,log,A*-sync+,54
g-45-20-20-10-5--20-20-20--10--50--17--rem-30,log,A*-sync+,40
g-45-20-20-10-5--20-20-20--10--50--26--rem-30,log,A*-sync+,28
g-45-20-20-10-5--20-20-20--10--50--16--rem-10,log,A*-sync+,74
g-45-20-20-10-5--20-20-20--10--50--19--rem-50,log,A*-sync+,2096
g-45-20-20-10-5--20-20-20--10--50--3--rem-30,log,A*-sync+,155
g-45-20-20-10-5--20-20-20--10--75--30--rem-10,log,A*-sync+,4094
g-45-20-20-10-5--20-20-20--10--25--30--rem-50,log,A*-sync+,21
g-45-20-20-10-5--20-20-20--10--75--16--rem-30,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--25--10--rem-30,log,A*-sync+,23
g-45-20-20-10-5--20-20-20--10--75--21--rem-70,log,A*-sync+,92
g-45-20-20-10-5--20-20-20--10--75--21--rem-30,log,A*-sync+,88
g-45-20-20-10-5--20-20-20--10--75--12--rem-10,log,A*-sync+,6323
g-45-20-20-10-5--20-20-20--10--50--9--rem-30,log,A*-sync+,48
g-45-20-20-10-5--20-20-20--10--75--11--rem-30,log,A*-sync+,1258
g-45-20-20-10-5--20-20-20--10--75--13--rem-50,log,A*-sync+,98
g-45-20-20-10-5--20-20-20--10--25--17--rem-50,log,A*-sync+,11
g-45-20-20-10-5--20-20-20--10--25--10--rem-50,log,A*-sync+,21
g-45-20-20-10-5--20-20-20--10--75--28--rem-70,log,A*-sync+,39
g-45-20-20-10-5--20-20-20--10--50--1--rem-70,log,A*-sync+,21
g-45-20-20-10-5--20-20-20--10--50--14--rem-10,log,A*-sync+,708
g-45-20-20-10-5--20-20-20--10--25--1--rem-70,log,A*-sync+,25
g-45-20-20-10-5--20-20-20--10--25--25--rem-50,log,A*-sync+,38
g-45-20-20-10-5--20-20-20--10--75--27--rem-10,log,A*-sync+,444
g-45-20-20-10-5--20-20-20--10--75--16--rem-70,log,A*-sync+,60000
g-45-20-20-10-5--20-20-20--10--75--14--rem-50,log,A*-sync+,22
g-45-20-20-10-5--20-20-20--10--25--9--rem-50,log,A*-sync+,90
g-45-20-20-10-5--20-20-20--10--50--22--rem-30,log,A*-sync+,79
g-45-20-20-10-5--20-20-20--10--50--2--rem-30,log,A*-sync+,1936
