model,log,alg,time
g-45-20-20-10-5--20-20-20--10--50--1--add-30,log,A*-st,44
g-45-20-20-10-5--20-20-20--10--25--20--all-50,log,A*-st,42
g-45-20-20-10-5--20-20-20--10--50--28--add-10,log,A*-st,16
g-45-20-20-10-5--20-20-20--10--75--9--add-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--9--rem-30,log,A*-st,815
g-45-20-20-10-5--20-20-20--10--50--3--add-70,log,A*-st,1096
g-45-20-20-10-5--20-20-20--10--50--7--add-50,log,A*-st,1129
g-45-20-20-10-5--20-20-20--10--25--7--rem-50,log,A*-st,12
g-45-20-20-10-5--20-20-20--10--50--8--add-70,log,A*-st,285
g-45-20-20-10-5--20-20-20--10--50--9--add-50,log,A*-st,62
g-45-20-20-10-5--20-20-20--10--75--6--add-10,log,A*-st,1001
g-45-20-20-10-5--20-20-20--10--25--12--all-70,log,A*-st,61
g-45-20-20-10-5--20-20-20--10--75--11--add-10,log,A*-st,10841
g-45-20-20-10-5--20-20-20--10--25--4--all-70,log,A*-st,3107
g-45-20-20-10-5--20-20-20--10--75--29--rem-50,log,A*-st,3170
g-45-20-20-10-5--20-20-20--10--25--10--all-10,log,A*-st,45
g-45-20-20-10-5--20-20-20--10--25--29--add-70,log,A*-st,254
g-45-20-20-10-5--20-20-20--10--50--13--all-50,log,A*-st,3948
g-45-20-20-10-5--20-20-20--10--25--17--rem-70,log,A*-st,11
g-45-20-20-10-5--20-20-20--10--25--16--all-50,log,A*-st,175
g-45-20-20-10-5--20-20-20--10--50--15--add-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--29--add-30,log,A*-st,87
g-45-20-20-10-5--20-20-20--10--75--7--add-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--21--add-50,log,A*-st,831
g-45-20-20-10-5--20-20-20--10--75--14--add-50,log,A*-st,27
g-45-20-20-10-5--20-20-20--10--25--12--add-30,log,A*-st,29
g-45-20-20-10-5--20-20-20--10--75--8--all-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--12--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--17--rem-50,log,A*-st,932
g-45-20-20-10-5--20-20-20--10--25--22--add-70,log,A*-st,22
g-45-20-20-10-5--20-20-20--10--25--6--add-70,log,A*-st,28
g-45-20-20-10-5--20-20-20--10--75--9--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--21--rem-50,log,A*-st,106
g-45-20-20-10-5--20-20-20--10--75--11--all-30,log,A*-st,43898
g-45-20-20-10-5--20-20-20--10--25--8--add-70,log,A*-st,653
g-45-20-20-10-5--20-20-20--10--75--2--all-10,log,A*-st,18603
g-45-20-20-10-5--20-20-20--10--25--30--all-10,log,A*-st,36
g-45-20-20-10-5--20-20-20--10--75--15--add-30,log,A*-st,1538
g-45-20-20-10-5--20-20-20--10--50--14--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--14--rem-50,log,A*-st,106
g-45-20-20-10-5--20-20-20--10--25--27--all-10,log,A*-st,113
g-45-20-20-10-5--20-20-20--10--75--28--all-50,log,A*-st,50
g-45-20-20-10-5--20-20-20--10--75--11--add-70,log,A*-st,18773
g-45-20-20-10-5--20-20-20--10--75--23--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--23--add-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--26--all-70,log,A*-st,311
g-45-20-20-10-5--20-20-20--10--75--26--add-70,log,A*-st,36994
g-45-20-20-10-5--20-20-20--10--75--19--add-10,log,A*-st,3257
g-45-20-20-10-5--20-20-20--10--75--26--add-30,log,A*-st,713
g-45-20-20-10-5--20-20-20--10--75--1--add-70,log,A*-st,51
g-45-20-20-10-5--20-20-20--10--25--26--all-50,log,A*-st,222
g-45-20-20-10-5--20-20-20--10--75--18--rem-30,log,A*-st,102
g-45-20-20-10-5--20-20-20--10--50--1--all-70,log,A*-st,73
g-45-20-20-10-5--20-20-20--10--75--27--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--8--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--1--rem-10,log,A*-st,62
g-45-20-20-10-5--20-20-20--10--75--9--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--20--add-10,log,A*-st,17
g-45-20-20-10-5--20-20-20--10--50--5--add-50,log,A*-st,42644
g-45-20-20-10-5--20-20-20--10--50--13--rem-70,log,A*-st,1358
g-45-20-20-10-5--20-20-20--10--50--2--add-50,log,A*-st,6571
g-45-20-20-10-5--20-20-20--10--25--2--rem-50,log,A*-st,114
g-45-20-20-10-5--20-20-20--10--25--8--all-50,log,A*-st,660
g-45-20-20-10-5--20-20-20--10--50--27--rem-10,log,A*-st,354
g-45-20-20-10-5--20-20-20--10--75--22--all-70,log,A*-st,35
g-45-20-20-10-5--20-20-20--10--25--9--all-50,log,A*-st,907
g-45-20-20-10-5--20-20-20--10--50--25--rem-10,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--21--add-30,log,A*-st,129
g-45-20-20-10-5--20-20-20--10--25--30--add-30,log,A*-st,38
g-45-20-20-10-5--20-20-20--10--25--16--add-30,log,A*-st,682
g-45-20-20-10-5--20-20-20--10--75--27--add-10,log,A*-st,24315
g-45-20-20-10-5--20-20-20--10--50--23--rem-30,log,A*-st,19698
g-45-20-20-10-5--20-20-20--10--50--15--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--29--all-50,log,A*-st,207
g-45-20-20-10-5--20-20-20--10--25--26--all-30,log,A*-st,354
g-45-20-20-10-5--20-20-20--10--75--14--add-70,log,A*-st,27
g-45-20-20-10-5--20-20-20--10--50--15--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--28--add-10,log,A*-st,9
g-45-20-20-10-5--20-20-20--10--75--20--rem-30,log,A*-st,165
g-45-20-20-10-5--20-20-20--10--75--26--rem-10,log,A*-st,3574
g-45-20-20-10-5--20-20-20--10--50--9--add-70,log,A*-st,61
g-45-20-20-10-5--20-20-20--10--75--1--rem-10,log,A*-st,43
g-45-20-20-10-5--20-20-20--10--75--3--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--21--all-50,log,A*-st,327
g-45-20-20-10-5--20-20-20--10--75--9--all-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--5--rem-30,log,A*-st,10855
g-45-20-20-10-5--20-20-20--10--50--28--rem-30,log,A*-st,15
g-45-20-20-10-5--20-20-20--10--50--27--rem-50,log,A*-st,1540
g-45-20-20-10-5--20-20-20--10--75--3--rem-10,log,A*-st,3209
g-45-20-20-10-5--20-20-20--10--75--27--add-30,log,A*-st,38963
g-45-20-20-10-5--20-20-20--10--25--19--add-10,log,A*-st,19
g-45-20-20-10-5--20-20-20--10--25--12--rem-50,log,A*-st,37
g-45-20-20-10-5--20-20-20--10--50--16--rem-70,log,A*-st,20
g-45-20-20-10-5--20-20-20--10--25--22--rem-70,log,A*-st,44
g-45-20-20-10-5--20-20-20--10--75--23--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--11--all-50,log,A*-st,6765
g-45-20-20-10-5--20-20-20--10--25--20--all-70,log,A*-st,50
g-45-20-20-10-5--20-20-20--10--75--2--add-10,log,A*-st,10348
g-45-20-20-10-5--20-20-20--10--50--25--add-30,log,A*-st,44481
g-45-20-20-10-5--20-20-20--10--50--4--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--29--add-30,log,A*-st,641
g-45-20-20-10-5--20-20-20--10--50--21--all-50,log,A*-st,2610
g-45-20-20-10-5--20-20-20--10--75--8--add-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--12--add-30,log,A*-st,41
g-45-20-20-10-5--20-20-20--10--25--19--all-10,log,A*-st,21
g-45-20-20-10-5--20-20-20--10--75--22--add-10,log,A*-st,54
g-45-20-20-10-5--20-20-20--10--75--3--add-10,log,A*-st,2899
g-45-20-20-10-5--20-20-20--10--25--17--add-30,log,A*-st,13
g-45-20-20-10-5--20-20-20--10--25--3--all-10,log,A*-st,234
g-45-20-20-10-5--20-20-20--10--25--15--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--11--all-10,log,A*-st,274
g-45-20-20-10-5--20-20-20--10--50--1--rem-10,log,A*-st,86
g-45-20-20-10-5--20-20-20--10--25--17--all-30,log,A*-st,64
g-45-20-20-10-5--20-20-20--10--25--18--add-50,log,A*-st,698
g-45-20-20-10-5--20-20-20--10--75--4--all-70,log,A*-st,181
g-45-20-20-10-5--20-20-20--10--25--20--rem-70,log,A*-st,20
g-45-20-20-10-5--20-20-20--10--75--22--rem-30,log,A*-st,52
g-45-20-20-10-5--20-20-20--10--50--10--all-30,log,A*-st,55
g-45-20-20-10-5--20-20-20--10--50--6--add-30,log,A*-st,2519
g-45-20-20-10-5--20-20-20--10--75--10--add-30,log,A*-st,20
g-45-20-20-10-5--20-20-20--10--25--6--add-50,log,A*-st,28
g-45-20-20-10-5--20-20-20--10--25--30--rem-70,log,A*-st,59
g-45-20-20-10-5--20-20-20--10--75--14--rem-10,log,A*-st,25
g-45-20-20-10-5--20-20-20--10--50--24--add-30,log,A*-st,20
g-45-20-20-10-5--20-20-20--10--75--12--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--11--rem-50,log,A*-st,271
g-45-20-20-10-5--20-20-20--10--25--19--add-50,log,A*-st,19
g-45-20-20-10-5--20-20-20--10--50--15--add-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--9--all-10,log,A*-st,307
g-45-20-20-10-5--20-20-20--10--25--8--rem-50,log,A*-st,243
g-45-20-20-10-5--20-20-20--10--75--2--rem-10,log,A*-st,14746
g-45-20-20-10-5--20-20-20--10--75--4--rem-10,log,A*-st,150
g-45-20-20-10-5--20-20-20--10--25--8--add-50,log,A*-st,246
g-45-20-20-10-5--20-20-20--10--75--24--add-50,log,A*-st,199
g-45-20-20-10-5--20-20-20--10--50--4--all-10,log,A*-st,31607
g-45-20-20-10-5--20-20-20--10--75--24--add-10,log,A*-st,170
g-45-20-20-10-5--20-20-20--10--75--9--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--12--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--25--add-10,log,A*-st,51
g-45-20-20-10-5--20-20-20--10--75--30--add-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--30--all-50,log,A*-st,119
g-45-20-20-10-5--20-20-20--10--75--5--rem-10,log,A*-st,108
g-45-20-20-10-5--20-20-20--10--75--17--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--19--rem-10,log,A*-st,8352
g-45-20-20-10-5--20-20-20--10--50--18--add-10,log,A*-st,100
g-45-20-20-10-5--20-20-20--10--50--14--add-70,log,A*-st,37731
g-45-20-20-10-5--20-20-20--10--25--9--add-10,log,A*-st,239
g-45-20-20-10-5--20-20-20--10--25--4--rem-70,log,A*-st,2219
g-45-20-20-10-5--20-20-20--10--50--16--all-70,log,A*-st,23
g-45-20-20-10-5--20-20-20--10--25--10--add-70,log,A*-st,104
g-45-20-20-10-5--20-20-20--10--75--23--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--21--add-70,log,A*-st,2425
g-45-20-20-10-5--20-20-20--10--25--3--all-70,log,A*-st,2692
g-45-20-20-10-5--20-20-20--10--50--30--add-30,log,A*-st,2073
g-45-20-20-10-5--20-20-20--10--25--18--all-50,log,A*-st,2065
g-45-20-20-10-5--20-20-20--10--50--14--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--12--all-70,log,A*-st,32
g-45-20-20-10-5--20-20-20--10--50--30--rem-10,log,A*-st,3602
g-45-20-20-10-5--20-20-20--10--50--15--all-10,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--27--rem-30,log,A*-st,866
g-45-20-20-10-5--20-20-20--10--75--23--add-10,log,A*-st,19327
g-45-20-20-10-5--20-20-20--10--75--2--rem-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--8--rem-10,log,A*-st,6241
g-45-20-20-10-5--20-20-20--10--50--21--rem-10,log,A*-st,76
g-45-20-20-10-5--20-20-20--10--25--17--all-10,log,A*-st,18
g-45-20-20-10-5--20-20-20--10--50--17--add-30,log,A*-st,75
g-45-20-20-10-5--20-20-20--10--75--10--add-10,log,A*-st,20
g-45-20-20-10-5--20-20-20--10--50--29--add-30,log,A*-st,347
g-45-20-20-10-5--20-20-20--10--25--25--all-50,log,A*-st,36
g-45-20-20-10-5--20-20-20--10--25--29--rem-50,log,A*-st,238
g-45-20-20-10-5--20-20-20--10--75--20--add-50,log,A*-st,178
g-45-20-20-10-5--20-20-20--10--25--2--add-70,log,A*-st,70
g-45-20-20-10-5--20-20-20--10--50--8--all-30,log,A*-st,844
g-45-20-20-10-5--20-20-20--10--75--11--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--5--add-10,log,A*-st,57
g-45-20-20-10-5--20-20-20--10--25--15--add-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--8--add-30,log,A*-st,190
g-45-20-20-10-5--20-20-20--10--50--8--all-50,log,A*-st,1689
g-45-20-20-10-5--20-20-20--10--75--17--add-10,log,A*-st,2509
g-45-20-20-10-5--20-20-20--10--75--19--add-50,log,A*-st,7238
g-45-20-20-10-5--20-20-20--10--50--5--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--18--rem-70,log,A*-st,1677
g-45-20-20-10-5--20-20-20--10--75--24--all-10,log,A*-st,200
g-45-20-20-10-5--20-20-20--10--25--18--add-10,log,A*-st,639
g-45-20-20-10-5--20-20-20--10--50--21--all-30,log,A*-st,1110
g-45-20-20-10-5--20-20-20--10--75--19--rem-10,log,A*-st,6549
g-45-20-20-10-5--20-20-20--10--75--30--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--29--rem-10,log,A*-st,353
g-45-20-20-10-5--20-20-20--10--75--17--add-30,log,A*-st,30595
g-45-20-20-10-5--20-20-20--10--50--28--add-70,log,A*-st,15
g-45-20-20-10-5--20-20-20--10--50--9--all-50,log,A*-st,49
g-45-20-20-10-5--20-20-20--10--50--12--rem-30,log,A*-st,29
g-45-20-20-10-5--20-20-20--10--75--12--add-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--1--all-50,log,A*-st,67
g-45-20-20-10-5--20-20-20--10--50--7--all-10,log,A*-st,1041
g-45-20-20-10-5--20-20-20--10--75--13--add-30,log,A*-st,127
g-45-20-20-10-5--20-20-20--10--25--22--add-30,log,A*-st,20
g-45-20-20-10-5--20-20-20--10--25--24--all-70,log,A*-st,137
g-45-20-20-10-5--20-20-20--10--25--5--all-10,log,A*-st,420
g-45-20-20-10-5--20-20-20--10--25--26--add-30,log,A*-st,78
g-45-20-20-10-5--20-20-20--10--75--25--add-50,log,A*-st,75
g-45-20-20-10-5--20-20-20--10--50--27--all-10,log,A*-st,524
g-45-20-20-10-5--20-20-20--10--25--26--add-10,log,A*-st,36
g-45-20-20-10-5--20-20-20--10--25--13--all-50,log,A*-st,16
g-45-20-20-10-5--20-20-20--10--25--19--rem-70,log,A*-st,46
g-45-20-20-10-5--20-20-20--10--75--27--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--4--rem-50,log,A*-st,2352
g-45-20-20-10-5--20-20-20--10--25--11--all-10,log,A*-st,322
g-45-20-20-10-5--20-20-20--10--75--13--rem-30,log,A*-st,104
g-45-20-20-10-5--20-20-20--10--50--13--add-50,log,A*-st,428
g-45-20-20-10-5--20-20-20--10--75--14--all-30,log,A*-st,24
g-45-20-20-10-5--20-20-20--10--50--25--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--30--all-30,log,A*-st,64
g-45-20-20-10-5--20-20-20--10--25--18--all-30,log,A*-st,1472
g-45-20-20-10-5--20-20-20--10--25--14--all-30,log,A*-st,87
g-45-20-20-10-5--20-20-20--10--50--13--all-30,log,A*-st,1155
g-45-20-20-10-5--20-20-20--10--25--20--add-30,log,A*-st,27
g-45-20-20-10-5--20-20-20--10--50--7--add-30,log,A*-st,997
g-45-20-20-10-5--20-20-20--10--75--20--rem-70,log,A*-st,187
g-45-20-20-10-5--20-20-20--10--25--24--rem-70,log,A*-st,43
g-45-20-20-10-5--20-20-20--10--25--12--rem-10,log,A*-st,24
g-45-20-20-10-5--20-20-20--10--25--29--add-50,log,A*-st,82
g-45-20-20-10-5--20-20-20--10--75--3--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--10--add-70,log,A*-st,82
g-45-20-20-10-5--20-20-20--10--25--21--all-10,log,A*-st,112
g-45-20-20-10-5--20-20-20--10--75--28--add-30,log,A*-st,35
g-45-20-20-10-5--20-20-20--10--25--11--rem-50,log,A*-st,2754
g-45-20-20-10-5--20-20-20--10--75--14--rem-70,log,A*-st,20
g-45-20-20-10-5--20-20-20--10--25--24--all-10,log,A*-st,34
g-45-20-20-10-5--20-20-20--10--50--24--add-10,log,A*-st,15
g-45-20-20-10-5--20-20-20--10--50--22--all-30,log,A*-st,6221
g-45-20-20-10-5--20-20-20--10--25--27--add-50,log,A*-st,90
g-45-20-20-10-5--20-20-20--10--25--17--add-50,log,A*-st,9
g-45-20-20-10-5--20-20-20--10--75--30--add-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--21--all-10,log,A*-st,88
g-45-20-20-10-5--20-20-20--10--25--8--all-70,log,A*-st,643
g-45-20-20-10-5--20-20-20--10--25--6--all-10,log,A*-st,21
g-45-20-20-10-5--20-20-20--10--75--30--add-10,log,A*-st,29863
g-45-20-20-10-5--20-20-20--10--75--21--rem-10,log,A*-st,86
g-45-20-20-10-5--20-20-20--10--75--22--all-50,log,A*-st,33
g-45-20-20-10-5--20-20-20--10--25--29--add-10,log,A*-st,63
g-45-20-20-10-5--20-20-20--10--25--5--add-50,log,A*-st,502
g-45-20-20-10-5--20-20-20--10--25--23--add-30,log,A*-st,22
g-45-20-20-10-5--20-20-20--10--50--26--all-10,log,A*-st,15
g-45-20-20-10-5--20-20-20--10--25--3--all-50,log,A*-st,2317
g-45-20-20-10-5--20-20-20--10--75--2--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--16--rem-30,log,A*-st,78
g-45-20-20-10-5--20-20-20--10--25--3--add-70,log,A*-st,180
g-45-20-20-10-5--20-20-20--10--25--5--all-50,log,A*-st,3012
g-45-20-20-10-5--20-20-20--10--75--27--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--8--add-10,log,A*-st,187
g-45-20-20-10-5--20-20-20--10--50--28--rem-70,log,A*-st,14
g-45-20-20-10-5--20-20-20--10--25--8--rem-70,log,A*-st,143
g-45-20-20-10-5--20-20-20--10--25--15--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--8--rem-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--18--rem-70,log,A*-st,94
g-45-20-20-10-5--20-20-20--10--75--15--rem-70,log,A*-st,27938
g-45-20-20-10-5--20-20-20--10--25--12--rem-70,log,A*-st,26
g-45-20-20-10-5--20-20-20--10--75--13--all-30,log,A*-st,123
g-45-20-20-10-5--20-20-20--10--75--17--rem-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--9--add-70,log,A*-st,247
g-45-20-20-10-5--20-20-20--10--50--19--all-30,log,A*-st,51932
g-45-20-20-10-5--20-20-20--10--75--7--add-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--14--all-10,log,A*-st,29
g-45-20-20-10-5--20-20-20--10--50--5--add-70,log,A*-st,40529
g-45-20-20-10-5--20-20-20--10--75--20--all-70,log,A*-st,176
g-45-20-20-10-5--20-20-20--10--75--1--all-70,log,A*-st,40
g-45-20-20-10-5--20-20-20--10--75--3--add-30,log,A*-st,7768
g-45-20-20-10-5--20-20-20--10--25--9--all-30,log,A*-st,835
g-45-20-20-10-5--20-20-20--10--50--2--all-30,log,A*-st,9957
g-45-20-20-10-5--20-20-20--10--50--12--rem-50,log,A*-st,39
g-45-20-20-10-5--20-20-20--10--50--11--all-50,log,A*-st,272
g-45-20-20-10-5--20-20-20--10--50--16--all-30,log,A*-st,29
g-45-20-20-10-5--20-20-20--10--75--24--rem-50,log,A*-st,1810
g-45-20-20-10-5--20-20-20--10--75--7--rem-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--16--add-70,log,A*-st,26
g-45-20-20-10-5--20-20-20--10--75--27--all-10,log,A*-st,53773
g-45-20-20-10-5--20-20-20--10--75--7--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--12--add-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--23--all-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--23--all-50,log,A*-st,49
g-45-20-20-10-5--20-20-20--10--25--26--rem-30,log,A*-st,161
g-45-20-20-10-5--20-20-20--10--25--25--all-10,log,A*-st,43
g-45-20-20-10-5--20-20-20--10--25--4--rem-30,log,A*-st,695
g-45-20-20-10-5--20-20-20--10--50--24--rem-30,log,A*-st,13
g-45-20-20-10-5--20-20-20--10--50--23--add-30,log,A*-st,2453
g-45-20-20-10-5--20-20-20--10--75--11--add-30,log,A*-st,18794
g-45-20-20-10-5--20-20-20--10--25--15--rem-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--27--rem-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--29--all-70,log,A*-st,12108
g-45-20-20-10-5--20-20-20--10--50--29--rem-50,log,A*-st,451
g-45-20-20-10-5--20-20-20--10--75--22--all-30,log,A*-st,37
g-45-20-20-10-5--20-20-20--10--75--8--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--28--all-10,log,A*-st,40
g-45-20-20-10-5--20-20-20--10--25--30--add-50,log,A*-st,27
g-45-20-20-10-5--20-20-20--10--50--20--rem-10,log,A*-st,642
g-45-20-20-10-5--20-20-20--10--75--9--rem-10,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--13--all-10,log,A*-st,70
g-45-20-20-10-5--20-20-20--10--75--10--rem-50,log,A*-st,16
g-45-20-20-10-5--20-20-20--10--25--11--rem-10,log,A*-st,235
g-45-20-20-10-5--20-20-20--10--50--4--add-50,log,A*-st,11091
g-45-20-20-10-5--20-20-20--10--50--14--all-10,log,A*-st,7675
g-45-20-20-10-5--20-20-20--10--75--7--add-10,log,A*-st,16349
g-45-20-20-10-5--20-20-20--10--50--13--rem-30,log,A*-st,406
g-45-20-20-10-5--20-20-20--10--50--24--rem-50,log,A*-st,14
g-45-20-20-10-5--20-20-20--10--25--10--all-30,log,A*-st,129
g-45-20-20-10-5--20-20-20--10--25--21--rem-70,log,A*-st,367
g-45-20-20-10-5--20-20-20--10--25--30--add-70,log,A*-st,51
g-45-20-20-10-5--20-20-20--10--50--25--all-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--17--rem-10,log,A*-st,11
g-45-20-20-10-5--20-20-20--10--25--26--add-50,log,A*-st,148
g-45-20-20-10-5--20-20-20--10--25--18--add-70,log,A*-st,1283
g-45-20-20-10-5--20-20-20--10--50--6--all-10,log,A*-st,1528
g-45-20-20-10-5--20-20-20--10--25--21--add-30,log,A*-st,102
g-45-20-20-10-5--20-20-20--10--25--8--add-10,log,A*-st,34
g-45-20-20-10-5--20-20-20--10--25--6--add-30,log,A*-st,25
g-45-20-20-10-5--20-20-20--10--50--10--rem-50,log,A*-st,27
g-45-20-20-10-5--20-20-20--10--50--20--rem-50,log,A*-st,10754
g-45-20-20-10-5--20-20-20--10--50--20--rem-70,log,A*-st,17383
g-45-20-20-10-5--20-20-20--10--50--22--add-70,log,A*-st,1310
g-45-20-20-10-5--20-20-20--10--25--21--all-30,log,A*-st,161
g-45-20-20-10-5--20-20-20--10--75--24--rem-70,log,A*-st,3389
g-45-20-20-10-5--20-20-20--10--25--1--add-10,log,A*-st,70
g-45-20-20-10-5--20-20-20--10--75--21--all-50,log,A*-st,83
g-45-20-20-10-5--20-20-20--10--50--9--all-30,log,A*-st,66
g-45-20-20-10-5--20-20-20--10--75--15--rem-10,log,A*-st,2624
g-45-20-20-10-5--20-20-20--10--50--18--all-30,log,A*-st,1186
g-45-20-20-10-5--20-20-20--10--25--10--all-70,log,A*-st,102
g-45-20-20-10-5--20-20-20--10--50--27--add-10,log,A*-st,321
g-45-20-20-10-5--20-20-20--10--25--16--rem-50,log,A*-st,131
g-45-20-20-10-5--20-20-20--10--25--10--rem-70,log,A*-st,49
g-45-20-20-10-5--20-20-20--10--75--3--add-50,log,A*-st,32440
g-45-20-20-10-5--20-20-20--10--75--25--add-30,log,A*-st,76
g-45-20-20-10-5--20-20-20--10--50--19--all-10,log,A*-st,8268
g-45-20-20-10-5--20-20-20--10--75--22--add-70,log,A*-st,63
g-45-20-20-10-5--20-20-20--10--50--29--add-10,log,A*-st,336
g-45-20-20-10-5--20-20-20--10--75--10--all-10,log,A*-st,22
g-45-20-20-10-5--20-20-20--10--75--5--all-70,log,A*-st,11915
g-45-20-20-10-5--20-20-20--10--75--13--rem-10,log,A*-st,103
g-45-20-20-10-5--20-20-20--10--25--18--all-10,log,A*-st,1229
g-45-20-20-10-5--20-20-20--10--75--11--rem-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--15--add-50,log,A*-st,1509
g-45-20-20-10-5--20-20-20--10--50--6--rem-10,log,A*-st,1613
g-45-20-20-10-5--20-20-20--10--75--28--rem-50,log,A*-st,47
g-45-20-20-10-5--20-20-20--10--25--14--add-70,log,A*-st,191
g-45-20-20-10-5--20-20-20--10--50--9--all-70,log,A*-st,49
g-45-20-20-10-5--20-20-20--10--25--5--add-30,log,A*-st,474
g-45-20-20-10-5--20-20-20--10--50--6--rem-50,log,A*-st,4024
g-45-20-20-10-5--20-20-20--10--75--30--all-30,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--50--3--add-10,log,A*-st,800
g-45-20-20-10-5--20-20-20--10--50--3--rem-70,log,A*-st,11020
g-45-20-20-10-5--20-20-20--10--75--28--add-50,log,A*-st,40
g-45-20-20-10-5--20-20-20--10--25--3--rem-70,log,A*-st,988
g-45-20-20-10-5--20-20-20--10--75--2--all-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--2--add-10,log,A*-st,40
g-45-20-20-10-5--20-20-20--10--75--18--add-10,log,A*-st,115
g-45-20-20-10-5--20-20-20--10--75--17--rem-70,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--16--add-70,log,A*-st,70
g-45-20-20-10-5--20-20-20--10--25--10--all-50,log,A*-st,128
g-45-20-20-10-5--20-20-20--10--50--23--all-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--75--30--add-50,log,A*-st,60000
g-45-20-20-10-5--20-20-20--10--25--18--rem-50,log,A*-st,3990
g-45-20-20-10-5--20-20-20--10--50--29--add-70,log,A*-st,326
g-45-20-20-10-5--20-20-20--10--25--26--add-70,log,A*-st,303
g-45-20-20-10-5--20-20-20--10--50--15--rem-10,log,A*-st,8743
g-45-20-20-10-5--20-20-20--10--75--2--add-70,log,A*-st,15155
g-45-20-20-10-5--20-20-20--10--25--24--all-30,log,A*-st,86
g-45-20-20-10-5--20-20-20--10--50--7--rem-70,log,A*-st,11301
g-45-20-20-10-5--20-20-20--10--75--29--all-10,log,A*-st,2111
g-45-20-20-10-5--20-20-20--10--50--30--add-10,log,A*-st,2104
